"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"P30MH123248","The Comparative Health Outcomes, Policy, and Economics (CHOICE) Institute, University of Washington, Seattle, WA, USA. barthold@uw.edu.","2022","Barthold, Douglas; Brah, Aaron T; Graham, Susan M; Simoni, Jane M; Hauber, Brett","New Zealand","1178-1661","5","<a href='https://pubmed.ncbi.nlm.nih.gov/35595961'>The patient</a>","Patient","15","eng","513-520","9123156","35595961","2022 Sep","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9123156'>Improvements to Survey Design from Pilot Testing a Discrete-Choice Experiment of the Preferences of Persons Living with HIV for Long-Acting Antiretroviral Therapies.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35595961&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9123156/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35595961'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9123156/'>Cited By, Google</a>",2.09
"R01MH124871","Pamela Sklar Division of Psychiatric Genomics, Icahn School of Medicine at Mount Sinai, New York, NY, 10029, USA.","2022","Huckins, Laura M; Signer, Rebecca; Johnson, Jessica; Wu, Ya-Ke; Mitchell, Karen S; Bulik, Cynthia M","England","1476-5578","10","<a href='https://pubmed.ncbi.nlm.nih.gov/35595976'>Molecular psychiatry</a>","Mol Psychiatry","27","eng","3929-3938","9718676","35595976","2022 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9718676'>What next for eating disorder genetics? Replacing myths with facts to sharpen our understanding.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35595976&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9718676/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35595976'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9718676/'>Cited By, Google</a>",1.64
"ZIAMH002909","Perception in Action Research Centre & School of Psychological Sciences, Macquarie University, 16 University Ave, North Ryde, NSW, 2109, Australia; Laboratory of Brain and Cognition, 10 Center Drive, 10/4C104, National Institute of Mental Health, National Institutes of Health, Bethesda, MD, 20892, USA. Electronic address: lina.teichmann@nih.gov.","2022","Teichmann, Lina; Moerel, Denise; Rich, Anina N; Baker, Chris I","Italy","1973-8102"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/35597052'>Cortex; a journal devoted to the study of the nervous system and behavior</a>","Cortex","153","eng","66-86","9247008","35597052","2022 Aug","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9247008'>The nature of neural object representations during dynamic occlusion.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35597052&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9247008/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35597052'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9247008/'>Cited By, Google</a>",0.35
"R01MH116039","Department of Psychology, Northwestern University, Evanston, IL 60208, USA. Electronic address: trevor.williams@northwestern.edu.","2022","Williams, Trevor F; Powers, Albert R; Ellman, Lauren M; Corlett, Philip R; Strauss, Gregory P; Schiffman, Jason; Waltz, James A; Silverstein, Steven M; Woods, Scott W; Walker, Elaine F; Gold, James M; Mittal, Vijay A","Netherlands","1573-2509"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/35597134'>Schizophrenia research</a>","Schizophr Res","244","eng","58-65","9829103","35597134","2022 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9829103'>Three prominent self-report risk measures show unique and overlapping utility in characterizing those at clinical high-risk for psychosis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35597134&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9829103/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35597134'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9829103/'>Cited By, Google</a>"," ",
"R01MH122414","Department of Animal and Poultry Science, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA.","2022","Gustin, Aspen; Navabpour, Shaghayegh; Farrell, Kayla; Martin, Kiley; DuVall, Jessica; Keith Ray, W; Helm, Richard F; Jarome, Timothy J","Netherlands","1872-7549"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/35597476'>Behavioural brain research</a>","Behav Brain Res","430","eng","113928","10431910","35597476","2022 Jul 26","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10431910'>Protein SUMOylation is a sex-specific regulator of fear memory formation in the amygdala.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35597476&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10431910/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35597476'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10431910/'>Cited By, Google</a>",0.28
"T32MH082761","Department of Psychology, University of Kansas, Lawrence, Kansas. Electronic address: kara.christensen@unlv.edu.","2022","Christensen, Kara A; Hazzard, Vivienne M; Richson, Brianne N; Hagan, Kelsey E","United States","2212-2672","10","<a href='https://pubmed.ncbi.nlm.nih.gov/35598731'>Journal of the Academy of Nutrition and Dietetics</a>","J Acad Nutr Diet","122","eng","1833-1836","9815665","35598731","2022 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9815665'>Measures Used with Populations with Food Insecurity: A Call for Increased Psychometric Validation.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35598731&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9815665/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35598731'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9815665/'>Cited By, Google</a>",0.84
"R01MH121590","Department of Psychiatry (Hankerson, Yehuda) and Department of Population Health Sciences and Policy (Hankerson), Icahn School of Medicine at Mount Sinai, New York; Department of Medicine (Moise, Wilson) and Department of Psychiatry (Waller, Duarte, Lugo-Candelas, Wainberg), Columbia University Irving Medical Center, New York; City University of New York (Wilson); New York State Psychiatric Institute, New York (Waller, Duarte, Lugo-Candelas, Wainberg, Weissman); Department of Family Medicine and Community Health, Perelman School of Medicine and Leonard Davis Institute of Health Economics, University of Pennsylvania, Philadelphia (Arnold); Department of Psychiatry, Vagelos College of Physicians and Surgeons, Columbia University, New York (Weissman); James J. Peters VA Medical Center, Bronx, N.Y. (Yehuda); Department of Psychiatry, University of California, Davis (Shim).","2022","Hankerson, Sidney H; Moise, Nathalie; Wilson, Diane; Waller, Bernadine Y; Arnold, Kimberly T; Duarte, Cristiane; Lugo-Candelas, Claudia; Weissman, Myrna M; Wainberg, Milton; Yehuda, Rachel; Shim, Ruth","United States","1535-7228","6","<a href='https://pubmed.ncbi.nlm.nih.gov/35599541'>The American journal of psychiatry</a>","Am J Psychiatry","179","eng","434-440","9373857","35599541","2022 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9373857'>The Intergenerational Impact of Structural Racism and Cumulative Trauma on Depression.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35599541&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9373857/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35599541'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9373857/'>Cited By, Google</a>",8.45
"T32MH019934","Department of Psychiatry, University of California San Diego, La Jolla, California, USA.","2022","Gupta, Resh S; Dickey, Lindsay; Kujawa, Autumn","United States","1520-6394","6","<a href='https://pubmed.ncbi.nlm.nih.gov/35604282'>Depression and anxiety</a>","Depress Anxiety","39","eng","515-523","9246973","35604282","2022 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9246973'>Neural markers of emotion regulation difficulties moderate effects of COVID-19 stressors on adolescent depression.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35604282&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9246973/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35604282'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9246973/'>Cited By, Google</a>",2.08
"K23MH123864","Department of Psychology.","2022","Falkenström, Fredrik; Solomonov, Nili; Rubel, Julian A","United States","1939-2117","5","<a href='https://pubmed.ncbi.nlm.nih.gov/35604748'>Journal of consulting and clinical psychology</a>","J Consult Clin Psychol","90","eng","446-458","9245087","35604748","2022 May","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9245087'>How to model and interpret cross-lagged effects in psychotherapy mechanisms of change research: A comparison of multilevel and structural equation models.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35604748&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9245087/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35604748'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9245087/'>Cited By, Google</a>",3.42
"R25MH067127","Gender and Health Research Unit, South African Medical Research Council, Pretoria, South Africa.","2022","Sikweyiya, Yandisa; Nkosi, Sebenzile; Langa, Malose; Operario, Don; Lurie, Mark N","United States","1932-6203","5","<a href='https://pubmed.ncbi.nlm.nih.gov/35604897'>PloS one</a>","PLoS One","17","eng","e0268227","9126392","35604897","2022","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9126392'>'You see this thing is hard… ey, this thing is painful': The burden of the provider role and construction of masculinities amongst Black male mineworkers in Marikana, South Africa.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35604897&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9126392/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35604897'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9126392/'>Cited By, Google</a>",0.64
"T32MH020016","Neurosciences Interdepartmental Program, Stanford University, Palo Alto, CA, United States.","2022","Stockham, Nathaniel; Washington, Peter; Chrisman, Brianna; Paskov, Kelley; Jung, Jae-Yoon; Wall, Dennis Paul","Canada","2369-2960","7","<a href='https://pubmed.ncbi.nlm.nih.gov/35605128'>JMIR public health and surveillance</a>","JMIR Public Health Surveill","8","eng","e31306","9307267","35605128","2022 Jul 21","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9307267'>Causal Modeling to Mitigate Selection Bias and Unmeasured Confounding in Internet-Based Epidemiology of COVID-19: Model Development and Validation.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35605128&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9307267/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35605128'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9307267/'>Cited By, Google</a>",0.35
"ZIAMH002922","National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland (M.C.S., C.J.L., A.R.M., B.P.H., K.Tolstenko, R.W.K., G.M., G.M.O., K.Trihemasava, B.D.K., V.S., J.S.J., C.M.B., J.B., S.M., T.C., H.C.L.).","2022","Sneller, Michael C; Liang, C Jason; Marques, Adriana R; Chung, Joyce Y; Shanbhag, Sujata M; Fontana, Joseph R; Raza, Haniya; Okeke, Onyi; Dewar, Robin L; Higgins, Bryan P; Tolstenko, Katie; Kwan, Richard W; Gittens, Kathleen R; Seamon, Catherine A; McCormack, Genevieve; Shaw, Jacob S; Okpali, Grace M; Law, Melissa; Trihemasava, Krittin; Kennedy, Brooke D; Shi, Victoria; Justement, J Shawn; Buckner, Clarisa M; Blazkova, Jana; Moir, Susan; Chun, Tae-Wook; Lane, H Clifford","United States","1539-3704","7","<a href='https://pubmed.ncbi.nlm.nih.gov/35605238'>Annals of internal medicine</a>","Ann Intern Med","175","eng","969-979","9128805","35605238","2022 Jul","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9128805'>A Longitudinal Study of COVID-19 Sequelae and Immunity: Baseline Findings.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35605238&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9128805/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35605238'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9128805/'>Cited By, Google</a>",13.9
"T32MH112507","Center for Neuroscience, Department of Neurobiology, Physiology & Behavior, University of California, Davis, CA 95618, USA.","2022","Park, Deborah K; Petshow, Samuel; Anisimova, Margarita; Barragan, Eden V; Gray, John A; Stein, Ivar S; Zito, Karen","United States","1095-953X"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/35605760'>Neurobiology of disease</a>","Neurobiol Dis","170","eng","105772","9352378","35605760","2022 Aug","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9352378'>Reduced d-serine levels drive enhanced non-ionotropic NMDA receptor signaling and destabilization of dendritic spines in a mouse model for studying schizophrenia.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35605760&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9352378/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35605760'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9352378/'>Cited By, Google</a>",2.02
"K23MH121657","Department of Neurology, Charité - Universitätsmedizin Berlin, Berlin, Germany; Einstein Center for Neurosciences Berlin, Charité - Universitätsmedizin Berlin, Berlin, Germany; Berlin School of Mind and Brain, Humboldt-Universität zu Berlin, Berlin, Germany. Electronic address: barbara.hollunder@charite.de.","2022","Hollunder, Barbara; Rajamani, Nanditha; Siddiqi, Shan H; Finke, Carsten; Kühn, Andrea A; Mayberg, Helen S; Fox, Michael D; Neudorfer, Clemens; Horn, Andreas","England","1873-5118"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/34958874'>Progress in neurobiology</a>","Prog Neurobiol","210","eng","102211"," ","34958874","2022 Mar","Toward personalized medicine in connectomic deep brain stimulation.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34958874&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Toward personalized medicine in connectomic deep brain stimulation.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34958874'>Cited By, PMID</a>"," ",6.15
"R01MH123550","Penn Statistics in Imaging and Visualization Center, Department of Biostatistics, Epidemiology, and Informatics, University of Pennsylvania, Philadelphia, PA 19104, United States; Center for Biomedical Image Computing and Analytics, University of Pennsylvania, Philadelphia, PA 19104, United States. Electronic address: andrewac@pennmedicine.upenn.edu.","2022","Chen, Andrew A; Luo, Chongliang; Chen, Yong; Shinohara, Russell T; Shou, Haochang; Alzheimer’s Disease Neuroimaging Initiative","United States","1095-9572"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/34958950'>NeuroImage</a>","Neuroimage","248","eng","118822","9802006","34958950","2022 Mar","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9802006'>Privacy-preserving harmonization via distributed ComBat.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34958950&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9802006/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34958950'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9802006/'>Cited By, Google</a>",1.66
