"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"P30MH062512","Department of Neurosciences, University of California San Diego, San Diego, CA 92093, USA.","2024","Andalibi, Mohammadsobhan Sheikh; Fields, Jerel Adam; Iudicello, Jennifer E; Diaz, Monica M; Tang, Bin; Letendre, Scott L; Ellis, Ronald J","Switzerland","1422-0067","8","<a href='https://pubmed.ncbi.nlm.nih.gov/38673830'>International journal of molecular sciences</a>","Int J Mol Sci","25","eng"," ","11049997","38673830","2024 Apr 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11049997'>Elevated Biomarkers of Inflammation and Vascular Dysfunction Are Associated with Distal Sensory Polyneuropathy in People with HIV.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38673830&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11049997/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38673830'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11049997/'>Cited By, Google</a>"," ",
"R01MH129337","Department of Population Medicine, Harvard Pilgrim Health Care Institute, Boston, MA 02215, USA.","2024","Voorhies, Kirsten; Mohammed, Akram; Chinthala, Lokesh; Kong, Sek Won; Lee, In-Hee; Kho, Alvin T; McGeachie, Michael; Mandl, Kenneth D; Raby, Benjamin; Hayes, Melanie; Davis, Robert L; Wu, Ann Chen; Lutz, Sharon M","Switzerland","2073-4425","4","<a href='https://pubmed.ncbi.nlm.nih.gov/38674355'>Genes</a>","Genes (Basel)","15","eng"," ","11049905","38674355","2024 Mar 28","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11049905'>GSDMB/ORMDL3 Rare/Common Variants Are Associated with Inhaled Corticosteroid Response among Children with Asthma.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38674355&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11049905/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38674355'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11049905/'>Cited By, Google</a>"," ",
"T32MH122395","Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, University of California, Los Angeles, California, USA.","2024","Ruiz-Yu, Bernalyn; Le, Thanh P; Weintraub, Marc J; Zinberg, Jamie; Addington, Jean; O'Brien, Mary P; Walsh, Barbara C; Friedman-Yakoobian, Michelle; Auther, Andrea; Cornblatt; Domingues, Isabel; Cannon, Tyrone D; Miklowitz, David J; Bearden, Carrie E","Australia","1751-7893","12","<a href='https://pubmed.ncbi.nlm.nih.gov/38676463'>Early intervention in psychiatry</a>","Early Interv Psychiatry","18","eng","981-990","11512687","38676463","2024 Dec","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11512687'>Race/ethnicity and socioeconomic status as predictors of outcome following family therapy in youth at clinical high risk for psychosis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38676463&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11512687/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38676463'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11512687/'>Cited By, Google</a>"," ",
"R01MH108665","Translational Neuroscience Laboratory, McLean Hospital, Belmont, MA 02478, USA; Department of Psychiatry, Harvard Medical School, Boston, MA 02215, USA; Center for Mind/Brain Sciences, University of Trento, Rovereto 38068 Trento, Italy.","2024","Chelini, Gabriele; Mirzapourdelavar, Hadi; Durning, Peter; Baidoe-Ansah, David; Sethi, Manveen K; O'Donovan, Sinead M; Klengel, Torsten; Balasco, Luigi; Berciu, Cristina; Boyer-Boiteau, Anne; McCullumsmith, Robert; Ressler, Kerry J; Zaia, Joseph; Bozzi, Yuri; Dityatev, Alexander; Berretta, Sabina","United States","2211-1247","5","<a href='https://pubmed.ncbi.nlm.nih.gov/38676925'>Cell reports</a>","Cell Rep","43","eng","114112","11251421","38676925","2024 May 28","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11251421'>Focal clusters of peri-synaptic matrix contribute to activity-dependent plasticity and memory in mice.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38676925&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11251421/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38676925'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11251421/'>Cited By, Google</a>"," ",
"R01MH106460","Department of Psychiatry, Translational Neuroscience Program, University of Pittsburgh School of Medicine, 15219, Pittsburgh, PA, USA.","2024","DePoy, Lauren M; Petersen, Kaitlyn A; Zong, Wei; Ketchesin, Kyle D; Matthaei, Ross C; Yin, RuoFei; Perez, Megan S; Vadnie, Chelsea A; Becker-Krail, Darius; Scott, Madeline R; Tseng, George C; McClung, Colleen A","England","1476-5578","10","<a href='https://pubmed.ncbi.nlm.nih.gov/38678086'>Molecular psychiatry</a>","Mol Psychiatry","29","eng","3117-3127","11449664","38678086","2024 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11449664'>Cell-type and sex-specific rhythmic gene expression in the nucleus accumbens.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38678086&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11449664/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38678086'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11449664/'>Cited By, Google</a>"," ",
"K01MH128763","Department of Psychiatry, Translational Neuroscience Program, University of Pittsburgh School of Medicine, 15219, Pittsburgh, PA, USA.","2024","DePoy, Lauren M; Petersen, Kaitlyn A; Zong, Wei; Ketchesin, Kyle D; Matthaei, Ross C; Yin, RuoFei; Perez, Megan S; Vadnie, Chelsea A; Becker-Krail, Darius; Scott, Madeline R; Tseng, George C; McClung, Colleen A","England","1476-5578","10","<a href='https://pubmed.ncbi.nlm.nih.gov/38678086'>Molecular psychiatry</a>","Mol Psychiatry","29","eng","3117-3127","11449664","38678086","2024 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11449664'>Cell-type and sex-specific rhythmic gene expression in the nucleus accumbens.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38678086&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11449664/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38678086'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11449664/'>Cited By, Google</a>"," ",
"K01MH123757","Department of Psychiatry and Behavioral Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.","2024","Fagan, Rita R; Lee, David F; Geron, Matan; Scherrer, Grégory; von Zastrow, Mark; Ehrlich, Aliza T","United States","2211-1247","5","<a href='https://pubmed.ncbi.nlm.nih.gov/38678559'>Cell reports</a>","Cell Rep","43","eng","114164","11257377","38678559","2024 May 28","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11257377'>Selective targeting of mu opioid receptors to primary cilia.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38678559&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11257377/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38678559'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11257377/'>Cited By, Google</a>"," ",
"F32MH130096","Department of Psychiatry and Behavioral Sciences, University of California, San Francisco, San Francisco, CA 94158, USA.","2024","Fagan, Rita R; Lee, David F; Geron, Matan; Scherrer, Grégory; von Zastrow, Mark; Ehrlich, Aliza T","United States","2211-1247","5","<a href='https://pubmed.ncbi.nlm.nih.gov/38678559'>Cell reports</a>","Cell Rep","43","eng","114164","11257377","38678559","2024 May 28","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11257377'>Selective targeting of mu opioid receptors to primary cilia.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38678559&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11257377/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38678559'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11257377/'>Cited By, Google</a>"," ",
"T32MH013043","Department of Epidemiology, College of Public Health, The University of Iowa, Iowa City, IA 52242, United States.","2024","Platt, Jonathan M; Bates, Lisa; Jager, Justin; McLaughlin, Katie A; Keyes, Katherine M","United States","1476-6256","10","<a href='https://pubmed.ncbi.nlm.nih.gov/38679465'>American journal of epidemiology</a>","Am J Epidemiol","193","eng","1362-1371","11458195","38679465","2024 Oct 07","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11458195'>Bringing home the benefits: do pro-family employee benefits mitigate the risk of depression from competing workplace and domestic labor roles?</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38679465&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11458195/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38679465'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11458195/'>Cited By, Google</a>"," ",
"R34MH123584","University of Illinois at Urbana-Champaign, Dept. of Special Education, 1310 S. 6th St., Champaign, IL, 61820.","2024","Burke, Meghan M; Johnston, Amanda N; Cheung, W Catherine; Li, Chak; Monárrez, Edwin; Aleman-Tovar, Janeth","United States","1056-263X","2","<a href='https://pubmed.ncbi.nlm.nih.gov/38680763'>Journal of developmental and physical disabilities</a>","J Dev Phys Disabil","36","eng","271-292","11052550","38680763","2024 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11052550'>Exploring the Perspectives of Parents of Individuals with Autism from Low-Resourced Communities to Inform Family Navigator Programs.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38680763&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11052550/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38680763'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11052550/'>Cited By, Google</a>"," ",
"R01MH125951","Institute for Neuroscience, University of Texas at Austin, Austin, Texas.","2024","Raskin, Marissa; Keller, Nicole E; Agee, Laura A; Shumake, Jason; Smits, Jasper A J; Telch, Michael J; Otto, Michael W; Lee, Hongjoo J; Monfils, Marie-H","United States","2667-1743","3","<a href='https://pubmed.ncbi.nlm.nih.gov/38680941'>Biological psychiatry global open science</a>","Biol Psychiatry Glob Open Sci","4","eng","100310","11047292","38680941","2024 May","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11047292'>Carbon Dioxide Reactivity Differentially Predicts Fear Expression After Extinction and Retrieval-Extinction in Rats.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38680941&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11047292/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38680941'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11047292/'>Cited By, Google</a>"," ",
"R01MH130064","School of Chemical & Biomolecular Engineering, Georgia Institute of Technology, USA.","2024","Jee Lee, Hyun; Vallier, Julia; Lu, Hang","England","2058-9883","3","<a href='https://pubmed.ncbi.nlm.nih.gov/38680986'>Reaction chemistry & engineering</a>","React Chem Eng","9","eng","666-676","11046317","38680986","2024 Mar 01","Microfluidic Localized Hydrogel Polymerization Enables Simultaneous Recording of Neural Activity and Behavior in C. elegans.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38680986&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11046317/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38680986'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11046317/'>Cited By, Google</a>"," ",
"R01MH131678","University of Wisconsin-Madison.","2024","Wan, Quan; Ardalan, Adel; Fulvio, Jacqueline M; Postle, Bradley R","United States","1530-8898","7","<a href='https://pubmed.ncbi.nlm.nih.gov/38683726'>Journal of cognitive neuroscience</a>","J Cogn Neurosci","36","eng","1374-1394"," ","38683726","2024 Jun 01","Representing Context and Priority in Working Memory.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38683726&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Representing Context and Priority in Working Memory.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38683726'>Cited By, PMID</a>"," "," ",
"R01MH128421","Department of Physical Therapy and Rehabilitation Science, MGH Institute of Health Professions, Boston, MA, USA.","2024","Wang, Yuchao; Nummenmaa, Aapo; Kimberley, Teresa J","United States","1876-4754","2","<a href='https://pubmed.ncbi.nlm.nih.gov/38685264'>Brain stimulation</a>","Brain Stimul","17","eng","498-500","11101979","38685264","2024","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11101979'>Together towards more accessible, standardized TMS protocols: Reply to Sorkhabi and Leedham.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38685264&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11101979/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38685264'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11101979/'>Cited By, Google</a>"," ",
"K01MH126308","Department of Psychology, Emory University, Atlanta, GA, 30322, USA. mtreadway@emory.edu.","2024","Treadway, Michael T; Etuk, Sarah M; Cooper, Jessica A; Hossein, Shabnam; Hahn, Evan; Betters, Samantha A; Liu, Shiyin; Arulpragasam, Amanda R; DeVries, Brittany A M; Irfan, Nadia; Nuutinen, Makiah R; Wommack, Evanthia C; Woolwine, Bobbi J; Bekhbat, Mandakh; Kragel, Philip A; Felger, Jennifer C; Haroon, Ebrahim; Miller, Andrew H","England","1476-5578"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39289477'>Molecular psychiatry</a>","Mol Psychiatry"," ","eng"," "," ","39289477","2024 Sep 17","A randomized proof-of-mechanism trial of TNF antagonism for motivational deficits and related corticostriatal circuitry in depressed patients with high inflammation.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39289477&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=A randomized proof-of-mechanism trial of TNF antagonism for motivational deficits and related corticostriatal circuitry in depressed patients with high inflammation.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39289477'>Cited By, PMID</a>"," "," ",
"R01MH110445","Department of Psychiatry, Columbia University Irving Medical Center, New York, NY, USA.","2024","Uniacke, Blair; van den Bos, Wouter; Wonderlich, Joseph; Ojeda, Jessica; Posner, Jonathan; Steinglass, Joanna E; Foerde, Karin","England","1469-7661","7","<a href='https://pubmed.ncbi.nlm.nih.gov/39291440'>Journal of the International Neuropsychological Society : JINS</a>","J Int Neuropsychol Soc","30","eng","651-659"," ","39291440","2024 Aug","Altered learning from positive feedback in adolescents with anorexia nervosa.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39291440&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Altered learning from positive feedback in adolescents with anorexia nervosa.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39291440'>Cited By, PMID</a>"," "," ",
